commit	date	subject	feature_id	classification	rationale
22e81f578fc4f3b1ef750500c58958c1042d67e2	2026-07-07	fix: keep sidebar privacy blur from resizing rows + drop shadow cost	privacy.frost	behavior	Historical implementation or invariant for privacy.frost.
4739dc286284dea49f6749cd34549b34deae0a51	2026-07-07	feat: exclude sidebar from workspace capture by default	capture.workspace	behavior	Historical implementation or invariant for capture.workspace.
cc7cbf980ea4bfed9320a85fa34a345f1d9afcfe	2026-07-07	skill: make cmux-workspace claim the screenshot/capture use-case	capture.workspace	docs-support	Historical documentation, skill, localization, or shipped messaging for capture.workspace.
0c8197cb2deef319ea5b705a77d0686e5f001edf	2026-07-07	feat: install cmux agent skills for Claude Code too, not just Codex	skills.bundled	behavior	Historical implementation or invariant for skills.bundled.
1b5b758b2b52dfa9a18f971f31cd7d2e17cd218b	2026-07-07	fix: overlay the update pill on the sidebar CPU/memory readout	task.resource-monitor	behavior	Historical implementation or invariant for task.resource-monitor.
65e9bf7e4b14576540962ae115a12b4e0984043f	2026-07-07	docs: add Privacy Frost + workspace capture to the welcome feature list	welcome.catalog	docs-support	Historical documentation, skill, localization, or shipped messaging for welcome.catalog.
81cabe4c228cd42fafbe48a9cb2ffe61cd4f03b6	2026-07-07	fix: stop tab-bar split buttons leaking right-click to the tab behind them	ops.submodule-ownership	behavior	Historical implementation or invariant for ops.submodule-ownership.
d81546f4c19e0f7c3e85acc4f5e0b04518a78534	2026-07-07	docs: changelog for 0.64.171	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
aebaca939e87957f2aba6bf969795c4029d72962	2026-07-07	fix: make workspace privacy-blur toggle instant (no snapshot recompute)	privacy.frost	behavior	Historical implementation or invariant for privacy.frost.
4d01aa9d9804cfaad1a90ff6ae4bde3ad17189f9	2026-07-02	perf(sidebar): throttle immediate observation publisher to coalesce agent title bursts (#6807)	sidebar.render-stability	upstream-backport	Fork backport to compare against the tagged upstream implementation for sidebar.render-stability.
605b900b1e625fb9090cd846cc4081fca1a98ac8	2026-06-30	Fix sidebar scroll render storm (#7117)	sidebar.render-stability	upstream-backport	Fork backport to compare against the tagged upstream implementation for sidebar.render-stability.
d7a7c74635fed21c7454e405153e2eb9d6c49a59	2026-07-03	Enforce the sidebar lazy-layout contract: behavioral scale gate + row-view guard (#7221)	sidebar.render-stability	upstream-backport	Fork backport to compare against the tagged upstream implementation for sidebar.render-stability.
6e59dbef657b7c1f4927e34741f41041080f08f2	2026-07-07	fix(sidebar): backport drop-indicator scope support	sidebar.render-stability	upstream-backport	Fork backport to compare against the tagged upstream implementation for sidebar.render-stability.
cef834c479596b10cc03c2bd2b6ba2accd73b2c6	2026-07-07	fix(sidebar): split group header body for compiler	sidebar.render-stability	upstream-backport	Fork backport to compare against the tagged upstream implementation for sidebar.render-stability.
b676512a0f5d31acdf3dfe2c02c2e64a0e54b63e	2026-07-07	fix(sidebar): add group drop indicator metric	sidebar.render-stability	upstream-backport	Fork backport to compare against the tagged upstream implementation for sidebar.render-stability.
1a35337c949b5ec0b6cf473a99dfca495d74cec1	2026-07-07	test(sidebar): bound lazy-layout canary growth	sidebar.render-stability	test-support	Historical regression or CI coverage for sidebar.render-stability.
5a962fd7f1c781d55e466dfb71118d7dc2bf031d	2026-07-07	feat(events): attribute agent hook events to their surface	agent.lifecycle-events	behavior	Historical implementation or invariant for agent.lifecycle-events.
c750b7b322a8e0cd4d9b8dbbe45df08632ab6926	2026-07-07	feat(events): emit agent.state.changed on lifecycle transitions	agent.lifecycle-events	behavior	Historical implementation or invariant for agent.lifecycle-events.
c6f9015f53f4e5ff465135d892fc9de87a703d7a	2026-07-07	docs(events): document agent.state.changed and hook surface_id attribution	agent.lifecycle-events	docs-support	Historical documentation, skill, localization, or shipped messaging for agent.lifecycle-events.
02113dd91073744a7f6cf948344962b3d19da6c2	2026-07-07	fix(ci): enforce quarantine freshness only in --validate	history.release-churn	test-support	Historical regression or CI coverage for history.release-churn.
941d5b114b84789b92d833cc5c5576655d3ab13d	2026-07-08	chore(release): bump version to 0.64.171 (build 116)	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
c12bc92c91aacc450dd6f27a2115c1acd2bfe451	2026-07-08	feat(socket): refuse surface.send_text into live non-agent foreground jobs	conductor.live-job-guard	behavior	Historical implementation or invariant for conductor.live-job-guard.
ee960180e54a9540fc2c0ed6083c3ebc0865de7b	2026-07-08	chore(ci): refresh swift file-length budget for merged surface-attribution growth	agent.lifecycle-events	test-support	Historical regression or CI coverage for agent.lifecycle-events.
345622582ab29dc5a738594e3d722b69b268d5ff	2026-07-08	chore(audit): bump bonsplit overlay pin to 09f8968c1 (right-click split-button fix)	ops.submodule-ownership	behavior	Historical implementation or invariant for ops.submodule-ownership.
c3ba733494573d4856b31d149cfcdfe45c432b69	2026-07-08	chore: prepare cmux 0.64.172	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
9fc0d122b97779f39734b3cc304feb119b4bdcfa	2026-07-08	chore: split release prep budget files	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
01bc9e990bbc01c6c8e1a09894ac54a3098e77c2	2026-07-08	fix(ci): use mochi dev app name in macos lanes	ops.fork-identity	behavior	Historical implementation or invariant for ops.fork-identity.
e43b23e3c5a8dd9664ddb47bf77bb51d7b7c23ea	2026-07-08	test(settings): use mochi debug bundle in socket tests	ops.fork-identity	test-support	Historical regression or CI coverage for ops.fork-identity.
fd2e141ea67b5d91428280685c167621a6a05bbf	2026-07-08	test(ui): stabilize display churn render diagnostics	history.release-churn	test-support	Historical regression or CI coverage for history.release-churn.
0a3790914ef05719a1553c1c89d9fa3382b68fb7	2026-07-08	test(ui): assert refreshed display presents	history.release-churn	test-support	Historical regression or CI coverage for history.release-churn.
027d2898ece79a15f1f025a48fcc9ac711f26bc7	2026-07-08	chore: document cmux 0.64.172	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
af97084ca00e07d817c612af50f7e5e1d33cf597	2026-07-08	docs(skills): add placement recipes	placement.adaptive-right	docs-support	Historical documentation, skill, localization, or shipped messaging for placement.adaptive-right.
6b62a442bc0207b98840f6ff4faf8752f9face12	2026-07-08	fix(agent-session): suppress restored provider autostart	agent.restore-no-autostart	behavior	Focused restored-provider autostart suppression behavior and its clean replay owner.
f2bfd909759038c69ec2b066f21c57be562afb4f	2026-07-14	chore: prepare cmux 0.64.173 baseline	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
6ce1bbdcb93c3b8d3675f62a6c7c303b9fd3c943	2026-07-14	test(workspaces): cover right-edge beside placement	placement.adaptive-right	test-support	Historical regression or CI coverage for placement.adaptive-right.
9579518b2966e4d4aecbe59376c0e2802e4f0c34	2026-07-14	feat(workspaces): plan right-edge surface placement	placement.adaptive-right	behavior	Historical implementation or invariant for placement.adaptive-right.
debf819de96e4c2c5b7c02fa4ff6a7aeff1afde2	2026-07-14	test(workspaces): cover nearest right pane placement	placement.adaptive-right	test-support	Historical regression or CI coverage for placement.adaptive-right.
8203203abf78a269b16ab23929dc63620a3d41d1	2026-07-14	feat(workspaces): target nearest right pane	placement.adaptive-right	behavior	Historical implementation or invariant for placement.adaptive-right.
1537b3d9e9ca09c08854e47678a6ad3536dce8e3	2026-07-14	test(workspaces): cover right-side layout variants	placement.adaptive-right	test-support	Historical regression or CI coverage for placement.adaptive-right.
c051e3e875f059ac2732984db2010125a40db12b	2026-07-14	fix(workspaces): resolve right placement before layout	placement.adaptive-right	behavior	Historical implementation or invariant for placement.adaptive-right.
49b6db49f991281128d977ef30ed0fa2bffab941	2026-07-14	fix(workspaces): reuse right pane for beside placement	placement.adaptive-right	behavior	Historical implementation or invariant for placement.adaptive-right.
7a1c4b1bfbe6b9b704b8069e876c14aca450d481	2026-07-14	docs: document adaptive right placement	placement.adaptive-right	docs-support	Historical documentation, skill, localization, or shipped messaging for placement.adaptive-right.
4087a4ae3ad97a00c046477818a7de6e545dcc13	2026-07-14	test(vscode): require one workbench server per workspace	vscode.serve-web	test-support	Historical regression or CI coverage for vscode.serve-web.
fe8bf312a451cc2c954ff1907cb816ecac1f3f72	2026-07-14	feat(vscode): replace Claude extraction with full workbench	vscode.serve-web	behavior	Historical implementation or invariant for vscode.serve-web.
74d3dfb175cb1cca28ffd9dcfebab56cc71feece	2026-07-14	docs(skill): clarify VS Code server extension setup	vscode.extension-profile	docs-support	Historical documentation, skill, localization, or shipped messaging for vscode.extension-profile.
868d04f3662ab33e6d0d63b2dcde3e9589183710	2026-07-15	test(sidebar): isolate custom sidebar rejection state	sidebar.render-stability	test-support	Historical regression or CI coverage for sidebar.render-stability.
887ff10932a2d4ee8cb353c10c0a8d12a7c6e14a	2026-07-15	docs(skills): verify conductor prompt submission	conductor.event-confirmed-submit	docs-support	Operational proof guidance for prompt submission; the clean implementation must replace visual/polling confirmation with lifecycle events.
e62cbcbbd1f96363af6ff8a8af4170e045a3abb0	2026-07-15	chore: finalize cmux 0.64.173	history.release-churn	release-version-churn	Release or version bookkeeping accounted for under history.release-churn.
4d58144aa4ad7ad5df9fa54fc3c0e3d397a2568a	2026-07-15	chore(ci): refresh Swift file length budget	history.release-churn	test-support	Historical regression or CI coverage for history.release-churn.
abd22d6658251f6f50a3726c2abd83b3c3fa4ff1	2026-07-15	test(remote): serialize timing-sensitive relay suites	history.release-churn	test-support	Historical regression or CI coverage for history.release-churn.
6cc68ba8ccfebcf9260e6fea049792b6cc44219b	2026-07-15	ci: isolate remote session package suites	history.release-churn	test-support	Final stable CI isolation repair; records release confidence but is not a product feature to replay.
